title,state,date,season,precip_type,number,temperature,dew_point,humidity,visibility,uv_index
Report 1393: Sighting by two hikers,Washington,1988-06-25,Summer,NA,1393,65.335,51.91,0.63,10,5
Report 1390: Fisherman spots a large upright creature digging on the shore,Washington,1991-06-22,Summer,NA,1390,59.260000000000005,51.5,0.79,8.67,5
Report 11918: Late night sighting by motorists near Kingston,Washington,2000-09-01,Fall,NA,11918,59.38,46.32,0.66,10,5
Report 39825: Wilderness guide in Indianola observes a large bipedal subject while hunting,Washington,2003-06-15,Summer,NA,39825,61.775,46.14,0.59,10,8
NA,Washington,NA,Spring,NA,8748,NA,NA,NA,NA,NA
NA,Washington,NA,Summer,NA,9096,NA,NA,NA,NA,NA
Report 7441: Forest worker has many encounters with bigfoot,Washington,2004-11-16,Summer,rain,7441,46.605,44.86,0.88,8.83,1
NA,Washington,NA,Fall,NA,14350,NA,NA,NA,NA,NA
Report 13721: Possible vocalizations near Indianola,Washington,2006-03-03,Fall,NA,13721,48.715,32.39,0.64,10,3
Report 14982: Jefferson Head encounter by community service group,Washington,2006-11-03,Summer,rain,14982,57.285,52.58,0.88,10,1
Report 22816: Possible vocalizations near Indianola,Washington,2008-01-28,Fall,snow,22816,36.855,31.29,0.85,10,1
Report 16295: Mutliple daylight sightings in Suquamish,Washington,2008-01-28,Winter,snow,16295,35.8,31.17,0.88,10,1
Report 24129: Two very tall hairy creatures seen running down the road at night near Indianola,Washington,2008-07-01,Summer,NA,24129,65.75999999999999,53.95,0.71,10,9
Report 28823: Driver notices a tall dark figure behind a tree near Kingston,Washington,2011-01-25,Winter,rain,28823,46.435,44.39,0.89,9.56,1
Report 69614: Close-range 5:30am road crossing sighting by communting motorist five miles west of Bremerton,Washington,2021-08-27,Summer,rain,69614,60.22,56.19,0.83,10,4
Report 3150: Three witnesses throwing rocks in lake see a Bigfoot peeking at them,Washington,1965-07-30,Summer,NA,3150,NA,NA,NA,NA,NA
Report 1895: Four hunters find large tracks in snow outside their camp,Washington,1970-11-22,Winter,NA,1895,NA,NA,NA,NA,NA
Report 77: Couple hear vocalizations while camping at Milk Lake,Washington,1983-09-01,Fall,rain,77,53.345,45.6,0.76,4.9,4
Report 38013: Man recalls seeing an unknown animal walking along Hwy. 97,Washington,1995-12-15,Winter,NA,38013,NA,NA,NA,NA,NA
Report 1160: Woman hears unrecognizable vocalizations near Cle Elum,Washington,1997-01-01,Winter,rain,1160,41.21,33.62,0.73,3.86,1
"Report 1394: Campers hear loud guttral, high pitched  sceams.",Washington,1997-07-05,Summer,rain,1394,62.75,46.09,0.55,8.6,9
Report 1687: Sasquatch seen while father and son were hunting elk,Washington,1997-10-25,Unknown,rain,1687,43.91,30.36,0.6,10,3
Report 175: Campers encounter large animal near Cle Elum,Washington,2000-07-30,Summer,NA,175,67.31,57.94,0.74,10,9
"Report 423: Daylight sighting by fisherman near Easton, Washington",Washington,2000-10-08,Fall,NA,423,57.55,31.69,0.41,10,4
"Report 9175: Just before daybreak, camper hears loud vocalization near Lost Lake",Washington,2004-08-18,Summer,NA,9175,65.27,54.45,0.78,10,8
Report 1996: Screams wake campers on consecutive nights at Cle Elum Lake,Washington,2004-10-16,Summer,rain,1996,49.855,46.86,0.88,1.99,2
Report 5136: Multible witnesses hear loud screams and have rocks thrown into camp near Cle Elum lake,Washington,2004-12-07,Spring,snow,5136,33.58,29.63,0.9,1.36,1
NA,Washington,NA,Summer,NA,35031,NA,NA,NA,NA,NA
NA,Washington,NA,Fall,NA,36852,NA,NA,NA,NA,NA
NA,Washington,NA,Winter,NA,43244,NA,NA,NA,NA,NA
Report 45049: Two men have a close up sighting during road crossing outside Cle Elum at sunset,Washington,2014-05-12,Spring,NA,45049,55.29,29.49,0.45,10,8
Report 56932: Hiker has an afternoon sighting behind a mountain resort in Cle Elum,Washington,2016-01-27,Winter,rain,56932,38.59,32.54,0.8,4.29,1
Report 57484: Camper hears possible vocalizations after dark near Cooper Lake,Washington,2017-05-12,Spring,rain,57484,38.77,34.08,0.87,NA,0
NA,Washington,NA,Fall,NA,67703,NA,NA,NA,NA,NA
Report 67451: Possible sighting and track in the GMU 328 Naneum Unit near Ellensburg,Washington,2021-01-13,Fall,snow,67451,27.54,23.72,0.81,8.964,1
Report 69553: Possible encounter in darkness outside Cle Elem,Washington,2021-08-27,Summer,rain,69553,55.835,49.02,0.75,9.846,6
Report 70737: Heavy thuds and distinct rock clacking north of Teanaway Butte (Wenatchee NF),Washington,2021-10-15,Fall,rain,70737,45.05,40.65,0.92,9.721,3
Report 16870: Daylight sighting by motorist of a juvenile north of Whitehall,Wisconsin,2006-12-06,Fall,NA,16870,12.255,13.4,0.7,10,1
Report 8502: New driver frightened into screaming as he passes huge creature walking along road,Wisconsin,2004-06-16,Spring,NA,8502,66.92,59.71,0.73,9.92,8
Report 135: Two couples shine owl and observe large hairy primate,Wisconsin,1981-08-15,Summer,NA,135,NA,NA,NA,NA,NA
Report 23691: Man recalls encounter at a cabin on Nelson Lake,Wisconsin,2008-04-28,Summer,NA,23691,28.104999999999997,21.35,0.67,10,4
Report 2863: Hunter observes dark figure with swinging arms making long strides,Wisconsin,1997-11-29,Fall,snow,2863,28.575000000000003,27.51,0.94,1.91,1
Report 45418: Campers hear possible vocalization and have trailer shaken at Interstate State Park,Wisconsin,2014-06-13,Summer,NA,45418,67.025,46.37,0.63,10,10
NA,Wisconsin,NA,Summer,NA,23961,NA,NA,NA,NA,NA
Report 39314: Teenagers unnerved by possible knocking in Oak Creek,Wisconsin,1976-07-15,Summer,NA,39314,75.095,66.92,0.66,10,5
"Report 25082: Retired police officer recalls he and a friend being intimidated from continuing their hike, near Bonita",Wisconsin,1968-08-15,Summer,NA,25082,NA,NA,NA,NA,NA
Report 27429: Motorist observes possible road crossing near Princeton,Wisconsin,2010-03-10,Spring,rain,27429,39.84,38.56,0.97,0.74,3
Report 27630: Man recalls observing creature in a field near Marinette,Wisconsin,1979-08-01,Fall,rain,27630,NA,61.89,0.86,9.86,4
Report 15050: County parks employee's early morning sighting near Rib River,Wisconsin,2006-06-25,Summer,rain,15050,59.99,55.95,0.81,9.12,5
"Report 3005: While crossing a railroad track, witness sees creature covered in dark brown hair",Wisconsin,1979-08-12,Unknown,rain,3005,63.91,52.31,0.77,9.79,5
Report 7232: Morning sighting near Pelican Lake,Wisconsin,1979-05-25,Summer,rain,7232,NA,36.56,0.46,10,9
Report 50837: Motorist has early morning sighting outside Anitgo,Wisconsin,2016-01-12,Winter,NA,50837,-2.245000000000001,-6.73,0.71,9.01,1
Report 35184: Couple has possible experiences on their property over time near Phlox,Wisconsin,2017-08-15,Summer,rain,35184,65.98,56.84,0.8,9.75,8
Report 39031: Home owner reports strange howls and possible ongoing activity near Kiel,Wisconsin,2009-10-15,Fall,rain,39031,38.44,33.74,0.75,9.83,3
Report 48085: Memory told of a sighting by a father and two sons grouse hunting at dawn near Pembine,Wisconsin,1979-10-20,Fall,rain,48085,NA,61.42,0.87,6.19,2
Report 28993: Couple recount seeing large biped walking in ditch near Marinette,Wisconsin,1981-04-15,Spring,rain,28993,NA,31.68,0.62,9.73,7
"Report 2804: Tracks found by hunters, creature seen",Wisconsin,1992-11-19,Fall,rain,2804,35.31,23.66,0.79,10,1
Report 2797: Tracks found in snow & photos taken,Wisconsin,1999-02-18,Winter,snow,2797,11.125,7.57,0.73,9.3,2
Report 51317: Motorist has dusk sighting on Hwy. 41 outside Peshtigo,Wisconsin,2004-06-20,Summer,NA,51317,64.575,46.31,0.59,9.82,7
Report 41062: Daytime road crossing seen by a retired police officer near Pembine,Wisconsin,2013-04-28,Spring,NA,41062,58.725,39.72,0.59,9.15,7
Report 51419: Daylight sighting by a hunter on her hunting property near Pembine,Wisconsin,2014-11-19,Fall,NA,51419,13.75,8.18,0.79,6.62,1
NA,Wisconsin,NA,Summer,NA,59799,NA,NA,NA,NA,NA
Report 36381: Paranormal group experiences possible activity outside Oak Creek,Wisconsin,2012-09-01,Summer,rain,36381,72.285,62.64,0.73,9.75,7
NA,Wisconsin,NA,Summer,NA,25470,NA,NA,NA,NA,NA
"Report 2792: While watching TV, witness sees large, dark, upright object pass by the window",Wisconsin,1984-07-27,Summer,rain,2792,NA,54.33,0.71,9.5,6
NA,Wisconsin,NA,Fall,NA,38361,NA,NA,NA,NA,NA
Report 5516: Large hairy figure observed at Willow Reservoir.,Wisconsin,2001-07-15,Summer,rain,5516,71.025,59.91,0.71,NA,6
Report 32402: Tall upright figure observed crossing road near Woodruff,Wisconsin,2011-11-05,Fall,NA,32402,47.79,32.52,0.7,9.88,2
Report 63091: Sasquatch sighting by motorists along South Turcott Road six miles north of Tripoli,Wisconsin,2019-07-09,Summer,rain,63091,75.995,61.36,0.71,8.03,10
Report 5507: Man sees reddish brown figure near Phillips jump off road,Wisconsin,2002-11-24,Fall,snow,5507,18.755,15.83,0.73,8.87,1
Report 8121: Hunting & fishing guide has afternoon encounter in deep woods near Lugerville,Wisconsin,2004-07-14,Fall,NA,8121,66.715,58.22,0.73,10,7
Report 9980: Family hears vocalizations and finds footprints near Park Falls,Wisconsin,2005-01-06,Winter,NA,9980,12.62,2.18,0.7,7.98,1
Report 24265: BFRO Investigator obtains first thermal footage (very brief) outside Phillips,Wisconsin,2008-07-12,Summer,rain,24265,65.375,52.85,0.65,10,10
Report 41657: Daybreak sighting by fishermen driving to a tournament near Phillips,Wisconsin,2013-07-12,Summer,NA,41657,74.055,59.03,0.69,10,10
Report 59659: Motorist has a close call at night with a large animal on all fours south of Park Falls on Hwy. 13,Wisconsin,2018-06-30,Summer,rain,59659,77.77,72.84,0.81,9.95,7
Report 59421: Possible daylight sighting while driving outside Hayward,Wisconsin,2018-05-06,Spring,rain,59421,57.69,38.06,0.51,10,9
NA,Wisconsin,NA,Summer,NA,63355,NA,NA,NA,NA,NA
Report 10446: Motorist has nighttime sighting of upright animal near Hatfield,Wisconsin,2005-02-05,Winter,NA,10446,47.695,30.21,0.61,9.37,2
NA,Wisconsin,NA,Summer,NA,61147,NA,NA,NA,NA,NA
Report 4761: Rainy night sighting near Dodgeville.,Wisconsin,1994-10-15,Fall,rain,4761,NA,52.82,0.84,5.25,3
Report 5244: Sighting by young fisherman at dusk on Wabikon Lake,Wisconsin,1983-07-15,Summer,NA,5244,NA,NA,NA,NA,NA
Report 28065: Possible vocalizations heard while cleaning a deer near Florence,Wisconsin,2008-10-26,Fall,rain,28065,38.025,35.17,0.81,9.96,2
Report 29294: Sundown sighting by teen on bicycle in Eau Galle River bottoms,Wisconsin,2006-07-27,Summer,NA,29294,79.65,63.05,0.63,10,9
Report 23496: Possible daylight encounter by a rural resident south of Sturgeon Bay,Wisconsin,2003-04-15,Spring,rain,23496,52.135000000000005,41.71,0.6,9.75,7
Report 43648: Memory told of possible activity while trapping in Horicon Marsh,Wisconsin,1975-11-01,Fall,NA,43648,NA,NA,NA,NA,NA
Report 41734: Bow hunter recalls being shaken by possible incidents near Mount Horeb,Wisconsin,1989-09-30,Fall,NA,41734,58.435,42.41,0.68,9.79,5
Report 43915: Motorist startled by large figure sitting near the highway outside Boscobel,Wisconsin,2012-11-21,Winter,NA,43915,55.975,40.88,0.8,5.51,2
NA,Wisconsin,NA,Fall,NA,39095,NA,NA,NA,NA,NA
Report 19917: Man recounts his possible encounter during bowhunting season while attending college,Wisconsin,2007-06-27,Fall,NA,19917,61.7,51.79,0.62,9.2,9
Report 49019: Memory told of a close daylight encounter while playing near Mikana,Wisconsin,1975-07-15,Summer,NA,49019,NA,NA,NA,NA,NA
Report 1432:   Someone or something walks by house and peers from around a tree,Wisconsin,1976-07-10,Summer,NA,1432,NA,NA,NA,NA,NA
Report 1105: Newspaper article about a track find and investigation,Wisconsin,1997-11-07,Fall,rain,1105,36.44,34.83,0.87,7.79,2
Report 58819: Daytime sighting while fishing on Waterman Lake,Wisconsin,2018-07-30,Fall,rain,58819,66.565,54.44,0.69,9.17,8
Report 11026: Possible vocalizations heard by deer hunter in the Chequamegon National Forest,Wisconsin,2004-11-16,Fall,NA,11026,45.685,41.09,0.93,2.51,1
Report 46742: Bowhunter finds large barefoot prints in the snow near Drummond,Wisconsin,2007-10-30,Fall,NA,46742,54.565,42.97,0.72,10,2
Report 48359: Hunter sees black creature dive into the Sioux River near Washburn,Wisconsin,2008-05-10,Spring,NA,48359,46.224999999999994,29.55,0.59,9.38,8
Report 24508: Possible early evening sighting near Lake Namekagon,Wisconsin,2008-08-18,Summer,rain,24508,64.505,59.91,0.74,9.91,6
NA,Wisconsin,NA,Fall,NA,44042,NA,NA,NA,NA,NA
Report 8435: Incidents around a cabin near Grantsburg,Wisconsin,1985-10-01,Fall,NA,8435,NA,NA,NA,NA,NA
Report 4789: Tree top snaps off while man casts suspected sasquatch track near by,Wisconsin,2002-08-19,Summer,NA,4789,63.775000000000006,50.09,0.73,10,7
"Report 2215: Newspaper deliveryman sees large gray colored creature that was walking on two legs and carrying dead animal. (Newspaper account, follow-up by the BFRO and Sheriff's documents included.)",Wisconsin,2000-03-28,Spring,snow,2215,35.6,25.75,0.68,9.99,4
Report 14987: Family in a camper describes stalking outside town of Hatfield,Wisconsin,2004-04-15,Spring,NA,14987,57.95,36.37,0.53,10,7
Report 40718: Hikers hear possible wood knocks and loud screams near Mount Horeb,Wisconsin,2011-10-28,Fall,rain,40718,43.55,31.35,0.72,9.33,3
Report 50982: Students have a sighting at dusk close to their university in Madison,Wisconsin,2016-01-18,Winter,NA,50982,0.1299999999999999,-11.21,0.66,10,2
NA,Wisconsin,NA,Fall,NA,43742,NA,NA,NA,NA,NA
Report 38005: Man arrives home to see an upright figure on his deck near Avoca,Wisconsin,2012-11-05,Fall,NA,38005,35.68,26.77,0.72,9.58,2
Report 43122: Driver startled to see a tall figure next to U.S. Hwy. 151 near Mineral Point,Wisconsin,2013-12-27,Fall,snow,43122,30.905,21.39,0.84,5.89,1
Report 3044: Second-hand report of creature looking in at woman through window,Wisconsin,1975-09-10,Unknown,rain,3044,72.535,61.18,0.78,7.5,5
Report 43211: Gorilla-like figure spotted by two motorists along a roadside near Mauston,Wisconsin,2000-06-10,Summer,rain,43211,76.765,68.46,0.76,9.31,6
Report 12862: Possible vocalizations and rock clacking near Knob Fork,West Virginia,2005-10-09,Fall,NA,12862,55.6,50.66,0.9,NA,0
"Report 23211: Possible camp stalking at Glade Run Pond, Monon. Nat. Forest",West Virginia,1985-07-12,Summer,NA,23211,NA,NA,NA,NA,NA
Report 38547: Medical doctor recalls his daylight sighting as a teenager near Huntington,West Virginia,1961-06-15,Summer,NA,38547,NA,NA,NA,NA,NA
Report 27363: Witness describes getting a good look at a bi-pedal creature while driving on a country road in Buckhannon,West Virginia,2009-09-11,Fall,NA,27363,61.945,53.21,0.77,9.91,6
"Report 11828: Woman experiences rock throwing, vocalization during walk",West Virginia,2004-06-05,Summer,rain,11828,60.41,58.8,0.93,6.23,5
NA,West Virginia,NA,Fall,NA,24945,NA,NA,NA,NA,NA
Report 12812: Early morning backyard sighting by newspaper deliverer near Talcott,West Virginia,2001-09-05,Fall,NA,12812,68.495,58.26,0.73,6.34,8
"Report 3655: Daylight sighting near rural church on Rt. 31, east of Parkersburg, near Cairo",West Virginia,2001-11-12,Fall,rain,3655,38.93,28.5,0.76,9.5,3
Report 12959: Sightings by two hunters in tree stands outside Elkwater,West Virginia,1989-11-24,Winter,snow,12959,20.979999999999997,14.86,0.71,7.79,3
Report 4237: Three youths have a menacing encounter near Beckley,West Virginia,1975-07-04,Summer,rain,4237,64.735,60.87,0.82,5.57,6
Report 14280: Night sighting outside rural home near Bruceton Mills,West Virginia,2005-10-05,Fall,NA,14280,68.67999999999999,56,0.7,10,5
Report 29124: Recollection of a daylight sighting while deer hunting near Greenbrier River.,West Virginia,1969-11-24,Fall,NA,29124,NA,NA,NA,NA,NA
Report 25062: Cave explorers recall bizarre experiences while camping in the Seneca Creek Backcountry,West Virginia,1994-11-05,Fall,NA,25062,54.46,37.06,0.64,7.12,3
Report 10006: A woman has late night sighting when a motion detecting light illuminates her back porch,West Virginia,2004-12-12,Winter,snow,10006,34.129999999999995,28.72,0.78,9.16,2
Report 20863: Youngster Surprised by Tall Creature near Linside,West Virginia,2007-08-12,Summer,NA,20863,75.595,60.7,0.6,8.96,8
Report 1774: 3 Friends watch 7' tall 2 legged hairy brown animal on the other side of the river,West Virginia,1987-07-15,Summer,NA,1774,NA,NA,NA,NA,NA
Report 1204: Two hunters hear strange sounds similar to a woman screaming,West Virginia,1997-12-01,Winter,snow,1204,NA,27.3,0.8,9.62,2
Report 20068: Bigfoot spotted by driver in Cranberry River region of Monongahela National Forest.,West Virginia,2007-06-30,Summer,NA,20068,62.405,60.5,0.83,NA,0
Report 51471: Squirrel hunter observed in the early morning by a tree peeker on Curtain Mountain,West Virginia,2015-11-21,Fall,rain,51471,45.760000000000005,25.05,0.6,NA,0
NA,West Virginia,NA,Fall,NA,50469,NA,NA,NA,NA,NA
Report 13122: Possible repeat approaches outside Circleville,West Virginia,1996-10-11,Fall,rain,13122,30.915,33.39,0.94,9.21,3
Report 1205: Witness sees a large creature crossing the road,West Virginia,1998-01-28,Winter,rain,1205,31.895,31.98,0.9,2.99,2
Report 3826: Night time visitor screams and leaves imprint near campers in West Virginia,West Virginia,1999-07-01,Summer,rain,3826,76.91,64.33,0.79,5.68,10
Report 8796: Hunter experiences object throwing and vocalizations near Onego,West Virginia,2001-10-16,Fall,rain,8796,46.38,37.28,0.9,7.2,4
Report 50589: Recollection of a daytime road crossing near Upper Tract,West Virginia,2002-08-08,Summer,rain,50589,64.255,55.05,0.73,10,10
Report 7727: Mother and daughter find footprints in snow near Judy Gap,West Virginia,2004-01-01,Winter,NA,7727,42.79,35.47,0.9,9.73,2
Report 19841: Road crossing sighting by motorist on Hwy 55 north of Seneca Rocks area.,West Virginia,2007-01-13,Winter,rain,19841,56.75,47.29,0.73,9.43,2
